TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
1 3.906250e-05 8.217544e+00 6.550896e+02 6.779550e+02
10 3.906250e-04 1.521398e+01 1.686477e+02 1.791701e+02
20 7.812500e-04 1.865864e+01 1.016941e+02 1.093183e+02
30 1.171875e-03 1.936562e+01 7.604397e+01 8.247607e+01
40 1.562500e-03 1.929244e+01 6.213913e+01 6.789574e+01
50 1.953125e-03 1.900775e+01 5.330381e+01 5.861603e+01
60 2.343750e-03 1.862950e+01 4.714697e+01 5.213998e+01
70 2.734375e-03 1.821954e+01 4.258745e+01 4.733701e+01
80 3.125000e-03 1.780427e+01 3.906085e+01 4.361733e+01
90 3.515625e-03 1.739866e+01 3.624281e+01 4.064153e+01
100 3.906250e-03 1.700819e+01 3.393323e+01 3.819975e+01
110 4.296875e-03 1.663236e+01 3.200151e+01 3.615532e+01
120 4.687500e-03 1.627246e+01 3.035871e+01 3.441507e+01
130 5.078125e-03 1.593401e+01 2.894214e+01 3.291317e+01
140 5.468750e-03 1.561316e+01 2.770646e+01 3.160201e+01
150 5.859375e-03 1.530899e+01 2.661808e+01 3.044634e+01
160 6.250000e-03 1.502157e+01 2.565157e+01 2.941934e+01
170 6.640625e-03 1.475012e+01 2.478725e+01 2.850029e+01
180 7.031250e-03 1.449435e+01 2.400961e+01 2.767297e+01
190 7.421875e-03 1.425369e+01 2.330631e+01 2.692439e+01
200 7.812500e-03 1.402669e+01 2.266734e+01 2.624397e+01
210 8.203125e-03 1.381211e+01 2.208449e+01 2.562308e+01
220 8.593750e-03 1.360972e+01 2.155082e+01 2.505454e+01
230 8.984375e-03 1.341949e+01 2.106048e+01 2.453223e+01
240 9.375000e-03 1.324020e+01 2.060849e+01 2.405093e+01
250 9.765625e-03 1.307074e+01 2.019057e+01 2.360622e+01
260 1.015625e-02 1.291101e+01 1.980297e+01 2.319420e+01
270 1.054687e-02 1.276033e+01 1.944242e+01 2.281149e+01
280 1.093750e-02 1.261793e+01 1.910605e+01 2.245513e+01
290 1.132812e-02 1.248365e+01 1.879129e+01 2.212250e+01
300 1.171875e-02 1.235686e+01 1.849591e+01 2.181125e+01
310 1.210937e-02 1.223674e+01 1.821790e+01 2.151931e+01
320 1.250000e-02 1.212308e+01 1.795549e+01 2.124484e+01
330 1.289062e-02 1.201560e+01 1.770707e+01 2.098618e+01
340 1.328125e-02 1.191374e+01 1.747123e+01 2.074184e+01
350 1.367187e-02 1.181702e+01 1.724671e+01 2.051050e+01
360 1.406250e-02 1.172516e+01 1.703237e+01 2.029092e+01
370 1.445312e-02 1.163778e+01 1.682721e+01 2.008205e+01
380 1.484375e-02 1.155448e+01 1.663030e+01 1.988288e+01
