TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
1 9.765625e-05 0.000000e+00 1.440113e+02 0.000000e+00
10 9.765625e-04 1.170777e+00 3.734685e+01 1.785556e-01
20 1.953125e-03 1.963046e+00 2.207159e+01 4.872057e-01
30 2.929688e-03 2.286662e+00 1.612013e+01 7.198376e-01
40 3.906250e-03 2.396404e+00 1.285006e+01 8.843347e-01
50 4.882812e-03 2.413067e+00 1.074669e+01 9.995456e-01
60 5.859375e-03 2.375909e+00 9.263838e+00 1.078456e+00
70 6.835937e-03 2.311639e+00 8.154119e+00 1.131190e+00
80 7.812500e-03 2.237141e+00 7.287725e+00 1.166012e+00
90 8.789062e-03 2.159717e+00 6.589409e+00 1.189273e+00
100 9.765625e-03 2.083586e+00 6.012477e+00 1.205393e+00
110 1.074219e-02 2.010960e+00 5.526365e+00 1.217344e+00
120 1.171875e-02 1.943217e+00 5.110054e+00 1.226855e+00
130 1.269531e-02 1.881222e+00 4.748584e+00 1.235123e+00
140 1.367187e-02 1.828455e+00 4.431151e+00 1.243133e+00
150 1.464844e-02 1.779964e+00 4.149632e+00 1.251207e+00
160 1.562500e-02 1.735032e+00 3.897805e+00 1.259236e+00
170 1.660156e-02 1.693187e+00 3.670807e+00 1.267169e+00
180 1.757812e-02 1.654028e+00 3.464785e+00 1.274983e+00
190 1.855469e-02 1.617372e+00 3.276650e+00 1.282667e+00
200 1.953125e-02 1.582955e+00 3.103884e+00 1.290269e+00
210 2.050781e-02 1.550421e+00 2.944454e+00 1.297768e+00
220 2.148438e-02 1.519574e+00 2.796658e+00 1.305109e+00
230 2.246094e-02 1.490351e+00 2.659055e+00 1.312264e+00
240 2.343750e-02 1.462613e+00 2.530425e+00 1.319236e+00
250 2.441406e-02 1.436197e+00 2.409744e+00 1.326026e+00
260 2.539063e-02 1.410930e+00 2.296112e+00 1.332612e+00
270 2.636719e-02 1.386721e+00 2.188763e+00 1.338977e+00
280 2.734375e-02 1.363926e+00 2.087042e+00 1.345131e+00
290 2.832031e-02 1.342108e+00 1.990379e+00 1.351089e+00
300 2.929688e-02 1.321156e+00 1.898233e+00 1.356854e+00
310 3.027344e-02 1.300950e+00 1.810145e+00 1.362437e+00
320 3.125000e-02 1.281416e+00 1.725715e+00 1.367842e+00
